Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDQ27,OUT035,1671.2216
FDC26,OUT017,1800.6659
NCF43,OUT027,3726.344
NCR50,OUT035,2650.712
FDE39,OUT018,1588.5957
FDN49,OUT027,1148.824
DRG11,OUT035,1603.3864
NCA18,OUT049,1806.6255
FDM36,OUT018,2301.2908
FDW32,OUT017,1396.1403
NCQ18,OUT010,227.94795
FDX14,OUT027,1837.394
FDD46,OUT017,2472.117
FDI34,OUT019,590.1922
NCJ17,OUT035,1292.7828
FDB52,OUT035,3938.5696
FDV55,OUT018,1868.658
FDC57,OUT046,3079.6208
FDB29,OUT046,1873.1283
NCO43,OUT035,1557.119
FDG44,OUT045,809.8071
FDJ34,OUT045,1869.9923
FDH40,OUT049,1182.909
NCD07,OUT027,2815.6418
FDB41,OUT017,859.6962
FDH47,OUT018,1247.2601
DRK37,OUT035,3027.6394
FDM25,OUT019,376.63275
NCX06,OUT045,2780.03
NCS05,OUT017,2201.6204
FDS39,OUT045,2071.1633
FDC47,OUT027,5841.92
FDG20,OUT013,2934.0754
DRL23,OUT017,1859.3348
FDY33,OUT013,2519.2766
NCH18,OUT045,3480.5637
FDX47,OUT035,2457.9133
NCB06,OUT045,2462.8757
FDP36,OUT049,734.2842
FDW44,OUT018,2331.4797
NCU41,OUT018,2588.6782
NCS17,OUT046,1512.1093
FDD46,OUT035,2386.8892
FDE45,OUT017,3018.2114
FDI09,OUT017,4311.5854
NCJ54,OUT010,446.3425
NCA29,OUT018,2225.4734
NCN41,OUT027,3126.8389
FDY34,OUT035,2679.2883
NCG55,OUT035,1818.1544
DRM49,OUT046,802.7469
NCB42,OUT049,1873.9249
FDE58,OUT045,1723.4915
DRJ25,OUT013,750.2056
FDS47,OUT010,208.22858
FDY21,OUT049,3075.371
NCI54,OUT013,1694.2682
FDO24,OUT017,2644.936
FDY43,OUT035,2697.2056
FDF35,OUT018,1438.1208
NCP29,OUT019,154.16193
FDN28,OUT027,2572.6265
FDJ50,OUT018,620.1324
FDQ14,OUT027,3965.0127
FDC37,OUT035,1686.5486
FDN08,OUT046,2139.5764
FDD04,OUT035,2216.8132
FDW34,OUT018,3356.6272
FDP04,OUT017,1113.6046
NCG07,OUT017,3218.839
NCN14,OUT018,2500.439
FDJ16,OUT045,811.7546
NCM42,OUT045,1576.5282
NCF19,OUT046,755.756
FDY21,OUT018,2759.5813
FDY19,OUT035,1858.724
FDV09,OUT045,2290.7144
FDA28,OUT013,1980.01
FDC38,OUT018,1739.6072
FDL28,OUT045,3510.013
NCH43,OUT049,3715.6199
NCN53,OUT045,633.4213
NCW05,OUT017,1727.7418
NCO30,OUT018,2500.0383
FDT04,OUT019,104.22046
FDB27,OUT018,2635.2544
NCK07,OUT013,2694.6218
NCA53,OUT013,646.2716
FDB33,OUT018,2109.4214
FDU37,OUT017,1308.3073
FDR13,OUT035,1859.3733
FDE45,OUT049,3123.8677
FDV37,OUT017,3377.4788
FDX44,OUT019,210.69438
NCL06,OUT017,4489.526
FDJ28,OUT045,2856.6016
FDX55,OUT049,3465.3599
NCK17,OUT018,445.95117
FDH52,OUT035,973.2393
FDN13,OUT027,2601.6926
FDK44,OUT018,2310.6375
FDU16,OUT046,1271.1831
FDZ07,OUT017,1017.91754
NCN06,OUT027,4387.744
FDH02,OUT010,225.43495
NCW18,OUT045,3338.4885
FDH57,OUT013,2016.4745
FDV35,OUT045,2355.1216
NCU29,OUT013,2244.6003
NCP02,OUT046,954.3474
FDN44,OUT013,2617.414
FDX03,OUT018,574.8089
FDR11,OUT010,339.8858
FDA36,OUT046,3192.8499
FDP58,OUT027,5672.4062
FDH31,OUT045,1490.5739
FDH34,OUT035,3048.4612
FDS13,OUT035,4075.9358
FDT01,OUT018,3068.0774
FDY09,OUT049,2999.128
FDV33,OUT027,6458.7354
NCW29,OUT010,260.1574
NCN17,OUT045,1392.0366
FDX01,OUT046,1881.4691
FDL03,OUT049,3137.4714
DRL59,OUT049,876.5276
DRM11,OUT027,6428.787
FDA43,OUT049,3371.3572
FDZ56,OUT010,320.7035
FDI44,OUT018,928.7181
FDB50,OUT013,1167.7374
FDU15,OUT019,109.67836
NCJ19,OUT019,147.04836
FDD48,OUT013,1725.8649
NCW42,OUT035,3519.6052
FDL24,OUT017,2964.0894
NCB30,OUT013,3178.239
FDK25,OUT013,2700.153
FDW28,OUT049,3037.5852
FDD47,OUT017,2826.8591
FDK16,OUT019,198.29256
FDW37,OUT046,1451.2583
FDA48,OUT035,3504.1064
FDA14,OUT017,2444.528
FDV15,OUT013,1538.4526
FDN22,OUT049,3670.863
NCD55,OUT045,574.76544
FDY43,OUT013,2796.3933
NCU05,OUT017,1341.6362
FDF10,OUT035,2327.9697
FDR39,OUT018,2485.4153
FDG40,OUT013,463.2648
FDZ28,OUT019,275.39835
FDE02,OUT045,1296.337
FDU60,OUT049,2677.278
FDM21,OUT013,3689.5835
FDV52,OUT019,261.28345
NCW06,OUT013,3109.5325
FDX36,OUT035,3751.4592
FDT35,OUT027,4501.7114
NCL19,OUT010,292.7112
NCD31,OUT046,2717.1216
FDE53,OUT019,243.00757
FDW58,OUT019,258.73096
DRF48,OUT046,3191.5032
FDW57,OUT035,2823.3572
DRH13,OUT017,1778.1805
FDT33,OUT013,2512.302
DRK47,OUT027,5833.931
FDY22,OUT010,296.57928
FDC35,OUT019,445.63452
FDO03,OUT013,3622.2612
FDF24,OUT045,1192.7118
FDF56,OUT018,2486.1455
FDD28,OUT013,761.7842
FDG53,OUT027,3689.0454
FDO27,OUT019,254.43733
NCF54,OUT018,2266.785
FDC20,OUT027,1285.4392
FDU10,OUT046,668.91815
DRA24,OUT018,2222.157
FDA02,OUT010,265.85413
FDG10,OUT017,1080.5237
FDW39,OUT010,460.998
FDP04,OUT019,147.71849
NCM55,OUT013,3032.2036
FDG47,OUT045,3607.5212
NCU41,OUT017,3484.656
NCK31,OUT017,924.24884
FDZ46,OUT045,1514.2671
FDU13,OUT027,4009.3179
NCF19,OUT045,639.74615
NCJ43,OUT013,2764.3064
NCJ05,OUT045,2420.072
FDS04,OUT027,3602.6306
FDX28,OUT010,169.37183
FDB41,OUT027,1216.8275
FDG53,OUT046,2311.725
FDL15,OUT010,303.62094
FDQ08,OUT049,962.579
DRN36,OUT013,1439.652
FDI46,OUT013,4092.7144
FDG16,OUT027,5609.201
FDV32,OUT013,891.241
FDF44,OUT010,272.81345
FDK04,OUT018,748.97754
NCA41,OUT013,3121.1545
FDD51,OUT017,846.2802
NCZ53,OUT045,2839.6353
FDP01,OUT027,3999.241
FDY25,OUT049,3185.7732
FDB17,OUT018,2348.2214
NCV54,OUT018,1558.1835
FDJ32,OUT017,1087.5963
FDA37,OUT049,1889.1526
FDG35,OUT035,2999.9253
NCM05,OUT018,3782.2039
FDG45,OUT046,3360.8298
FDH28,OUT013,565.9417
NCE18,OUT049,4101.375
FDH38,OUT045,1709.4293
FDR56,OUT013,3221.2698
FDH17,OUT027,2437.4734
FDD39,OUT049,3380.3118
FDB41,OUT049,748.2536
NCR53,OUT046,3384.1213
FDX46,OUT017,1008.88745
FDV28,OUT049,589.3268
FDA08,OUT018,2210.5571
FDH45,OUT017,774.7915
NCS38,OUT010,201.34761
FDD40,OUT010,401.01123
DRM59,OUT035,2415.063
NCJ43,OUT018,2328.2725
NCN29,OUT013,701.24945
NCC19,OUT045,2834.9646
FDR56,OUT035,3308.4778
FDZ43,OUT049,4113.6953
FDJ32,OUT010,122.85368
DRH03,OUT017,1578.3068
NCZ54,OUT035,2587.392
FDE26,OUT017,2344.8699
FDS03,OUT045,904.17755
DRZ24,OUT019,235.43275
FDO48,OUT027,5813.802
FDW39,OUT049,3039.8042
NCK05,OUT049,1026.8304
NCK30,OUT017,4405.8877
FDT27,OUT018,3328.7004
FDS08,OUT019,337.79266
NCJ19,OUT049,875.78546
FDC58,OUT045,623.25903
DRE37,OUT013,3087.6875
FDW02,OUT035,2022.4755
FDJ02,OUT010,286.41797
FDX09,OUT045,2655.965
FDT31,OUT010,370.0658
FDI24,OUT049,3143.5051
FDY09,OUT045,2705.717
FDV28,OUT045,430.9109
DRM47,OUT049,3388.6794
FDT52,OUT019,777.0692
FDI48,OUT018,619.94824
FDY55,OUT017,4427.6
FDU48,OUT013,2141.7917
FDN25,OUT045,744.2985
FDP20,OUT049,2052.5576
FDJ15,OUT013,2915.9053
FDD04,OUT018,1822.3284
FDY58,OUT045,3296.886
FDR37,OUT018,2487.0547
FDF44,OUT013,1800.2938
FDD32,OUT045,1231.9543
FDR57,OUT017,2621.3005
DRG39,OUT027,1282.8025
FDX15,OUT017,2661.4778
DRN37,OUT045,2451.4026
FDW40,OUT027,3693.4114
FDB32,OUT049,1504.3445
FDM40,OUT018,1962.118
FDE39,OUT027,3061.9553
DRH49,OUT017,1441.7113
FDT46,OUT049,783.30054
NCF06,OUT035,4009.5627
FDP07,OUT017,3519.625
FDC04,OUT013,3846.9521
FDZ32,OUT017,1788.7555
FDD50,OUT045,2543.8218
FDU56,OUT017,3286.3523
FDV34,OUT017,1310.022
NCY41,OUT013,519.93066
NCK18,OUT046,2772.5933
DRH25,OUT049,902.8865
FDT57,OUT046,3517.0332
FDV56,OUT018,1442.8129
FDV12,OUT045,1441.1
FDN52,OUT017,1415.5558
FDX38,OUT035,728.59283
FDE47,OUT018,1602.0148
NCO07,OUT013,3401.8833
FDV09,OUT027,3945.6208
FDZ23,OUT019,396.42743
DRH51,OUT018,1096.5558
NCY54,OUT045,2585.917
DRG49,OUT013,3987.828
NCC19,OUT049,3380.278
NCV53,OUT045,3463.5457
FDZ47,OUT019,221.94044
NCO26,OUT018,1524.9227
NCP02,OUT045,879.3448
NCW30,OUT018,3734.8406
NCN55,OUT046,3555.803
FDB20,OUT010,138.73843
DRL11,OUT013,2523.5579
DRD60,OUT045,2757.2737
FDW14,OUT010,206.75992
FDL27,OUT010,183.00453
FDU09,OUT018,584.87744
DRH36,OUT027,1775.8234
FDP34,OUT027,4159.49
FDE04,OUT017,3232.6248
FDZ57,OUT027,3381.32
FDF02,OUT010,240.03195
FDG28,OUT045,3703.1135
NCI31,OUT046,568.81854
FDT43,OUT013,723.889
FDU20,OUT046,1988.063
FDD53,OUT013,592.92175
FDW15,OUT045,2327.4482
NCT53,OUT045,2382.0376
NCG55,OUT027,2882.63
FDD48,OUT035,1733.4657
FDG47,OUT049,4072.8994
FDI21,OUT017,1139.058
FDT27,OUT017,4198.0615
DRO35,OUT013,1790.2307
FDD33,OUT017,4113.8955
FDC04,OUT035,3780.1516
FDY34,OUT013,2498.7664
DRJ49,OUT049,2044.121
FDE05,OUT049,2325.7505
FDU31,OUT017,3926.7896
NCN19,OUT027,5082.163
FDK56,OUT027,5019.571
FDK58,OUT017,1762.077
NCJ42,OUT035,1680.9224
FDZ34,OUT027,5199.636
FDA52,OUT018,2440.7776
NCR29,OUT013,733.1704
FDT48,OUT035,3258.3394
DRJ51,OUT019,529.36176
NCS54,OUT046,2850.2754
FDV01,OUT035,2518.347
DRG51,OUT027,4344.706
NCG42,OUT013,2154.5002
FDA51,OUT049,1691.5372
FDV19,OUT010,299.84586
NCT18,OUT045,2747.0447
NCS41,OUT045,2774.3455
FDO03,OUT046,3782.6204
FDL12,OUT010,127.78099
FDY37,OUT010,274.96466
FDI58,OUT049,1292.4391
FDT28,OUT018,1920.9316
NCC42,OUT010,270.80457
FDO01,OUT017,2319.4414
FDJ02,OUT013,2399.1296
FDQ04,OUT018,620.80206
DRL47,OUT013,2045.1312
FDZ32,OUT035,1712.5635
FDC35,OUT035,3315.0095
FDX14,OUT045,944.53937
FDZ35,OUT013,1434.7859
FDL14,OUT013,2289.8728
FDO04,OUT049,874.9673
DRK11,OUT017,2498.9575
FDB44,OUT018,2876.8176
FDZ50,OUT049,3169.347
FDI12,OUT027,2183.6975
FDU43,OUT017,4336.2905
FDD58,OUT010,167.75914
FDB27,OUT017,3297.6956
FDB04,OUT018,1061.991
NCO17,OUT013,1789.787
FDL12,OUT017,968.9101
DRJ13,OUT049,2833.4543
FDD57,OUT045,1430.9774
FDW19,OUT035,1771.64
DRD27,OUT018,1349.0358
FDH27,OUT027,3792.7295
NCW30,OUT027,6402.079
FDR40,OUT018,961.1477
FDG05,OUT013,2359.8464
NCY41,OUT019,101.90241
FDI38,OUT018,2844.9087
FDR20,OUT046,749.68054
FDE09,OUT017,1815.4608
FDN50,OUT019,213.40996
DRF27,OUT045,2273.605
DRF51,OUT013,627.7576
NCO02,OUT019,160.39775
FDB51,OUT027,1467.0603
FDJ50,OUT013,693.5838
FDN52,OUT013,1193.2085
FDX14,OUT013,1070.208
FDT27,OUT019,643.24554
FDV10,OUT013,596.0263
FDU33,OUT046,788.6879
FDU58,OUT046,3436.0876
NCP42,OUT027,5239.7246
FDL51,OUT027,5684.085
DRH15,OUT027,1157.2083
FDU16,OUT017,1470.8551
FDW15,OUT017,2536.3071
FDQ44,OUT045,1877.4076
NCI06,OUT027,4851.551
DRK23,OUT019,661.3741
FDC28,OUT035,1643.9689
NCY17,OUT019,117.089
NCV05,OUT018,1975.026
FDM34,OUT019,253.38818
DRD60,OUT027,4932.7466
FDT38,OUT046,1357.1946
FDQ57,OUT018,1914.7362
FDE59,OUT027,907.965
NCM43,OUT046,2668.285
DRI51,OUT049,2855.7039
NCG30,OUT017,2014.5906
NCK54,OUT035,1755.4469
FDQ16,OUT019,241.47069
FDI36,OUT013,3155.0188
FDX16,OUT027,3901.869
FDA34,OUT046,2845.2527
FDJ48,OUT018,3397.6345
FDU47,OUT035,2149.265
FDS39,OUT046,2399.0469
FDD11,OUT046,3724.1272
FDM16,OUT027,1848.3488
FDU56,OUT018,2432.2102
FDQ32,OUT017,2098.6733
DRK35,OUT013,542.2881
FDA58,OUT049,3841.18
DRG48,OUT019,317.2032
FDT59,OUT010,456.13904
FDQ31,OUT019,209.78119
FDS51,OUT018,727.8769
FDW32,OUT027,2140.5269
FDI15,OUT027,6478.7295
NCV30,OUT017,1110.2043
DRG25,OUT049,3320.5125
FDT02,OUT013,473.8261
FDO33,OUT027,2913.782
FDP38,OUT035,769.6115
FDZ45,OUT035,3248.992
NCA54,OUT027,4852.5557
FDU33,OUT017,771.3126
FDN58,OUT017,4218.2793
FDI05,OUT045,998.857
FDM57,OUT019,203.58672
NCS42,OUT027,2198.196
FDB57,OUT045,3342.0056
FDC03,OUT045,3104.887
FDZ58,OUT013,1908.5354
NCK29,OUT045,1717.8024
NCR53,OUT045,3226.534
FDE26,OUT027,3807.0125
FDU52,OUT049,2562.3264
FDE41,OUT027,2075.104
FDU38,OUT018,2540.6492
FDA52,OUT017,3027.1262
FDW46,OUT046,1060.6288
DRI59,OUT035,3582.4832
FDT38,OUT035,1306.2133
FDL33,OUT018,2682.6838
FDQ01,OUT027,6373.2695
FDJ08,OUT046,3047.958
FDQ47,OUT049,630.7975
NCZ18,OUT013,4164.873
FDE29,OUT017,1101.7915
FDF10,OUT027,3827.4875
FDC48,OUT049,1279.3839
FDY58,OUT013,3676.0576
NCX30,OUT010,482.26337
FDV11,OUT013,2724.8884
FDT46,OUT046,740.7132
DRD01,OUT019,138.2585
FDQ11,OUT013,4191.039
NCM41,OUT017,1572.7437
NCC55,OUT013,479.5696
FDG45,OUT027,5614.794
NCQ54,OUT049,2847.8088
FDM34,OUT045,1941.9332
FDD17,OUT019,590.3118
FDN38,OUT027,6328.6367
FDB53,OUT018,1957.2225
NCL06,OUT035,4006.4001
NCV18,OUT019,179.12479
FDX25,OUT013,2994.5461
FDB39,OUT046,838.24176
FDC33,OUT049,3552.7087
NCO14,OUT018,507.70013
FDA58,OUT027,6025.1094
NCQ02,OUT017,3289.594
NCR53,OUT017,3980.2244
FDN52,OUT046,1511.9359
FDG26,OUT046,3650.2756
FDE23,OUT027,1214.3468
DRI37,OUT013,816.26117
DRH37,OUT018,2178.3914
FDO01,OUT035,2158.6128
FDK45,OUT049,1801.574
FDP23,OUT049,3824.3298
FDM33,OUT035,3493.7905
FDD36,OUT017,2004.4755
FDL56,OUT017,1403.0093
FDT27,OUT010,494.1181
FDG52,OUT017,766.5684
NCL42,OUT035,3782.74
DRJ24,OUT046,2967.9707
FDV38,OUT046,774.294
FDT35,OUT045,2685.374
FDY51,OUT045,3160.6072
FDC37,OUT017,1778.9325
NCP43,OUT013,2971.7349
FDO33,OUT045,1552.6598
FDW04,OUT018,1753.5881
NCC31,OUT046,2592.5378
FDK22,OUT049,3695.3674
FDJ50,OUT017,1019.93744
FDV13,OUT017,1538.4318
DRL60,OUT017,2500.9739
FDW03,OUT017,1810.415
FDY27,OUT035,2813.47
FDB39,OUT027,1276.3485
FDU59,OUT045,2371.8384
FDZ57,OUT049,2024.1693
FDO21,OUT049,3946.714
FDS43,OUT018,2455.622
FDU28,OUT010,383.8401
FDC51,OUT010,239.7735
FDW16,OUT010,156.76584
FDP32,OUT010,210.719
FDB60,OUT019,398.7685
NCQ30,OUT046,1949.1665
FDD26,OUT049,3262.511
FDI44,OUT045,1046.4508
DRH23,OUT046,920.318
FDO44,OUT046,1735.7987
FDG04,OUT046,2966.4983
FDM32,OUT027,2201.4424
FDM09,OUT013,2621.531
FDZ47,OUT013,1617.371
FDM40,OUT027,3809.1233
FDY48,OUT017,1710.1957
NCM30,OUT045,628.3577
FDX36,OUT010,515.48303
DRF03,OUT017,789.4383
FDN51,OUT049,4021.7625
FDM57,OUT049,1223.0488
FDB35,OUT049,1400.4314
FDY13,OUT027,1849.9833
FDA37,OUT017,2118.8972
NCX53,OUT017,2560.2476
FDD59,OUT018,971.084
FDX10,OUT019,63.755848
FDC03,OUT018,2704.0833
FDW43,OUT035,3734.548
FDW10,OUT046,2674.1516
FDY14,OUT027,6446.8384
FDV43,OUT045,649.2751
FDO40,OUT013,2483.4536
FDP46,OUT027,2245.329
NCE43,OUT019,319.4491
FDD05,OUT035,1980.0834
FDJ60,OUT010,321.7713
DRE27,OUT018,1302.8612
FDO11,OUT035,4107.4023
DRG11,OUT027,2718.556
FDK33,OUT010,412.93817
DRM23,OUT045,2557.443
FDJ02,OUT027,3846.8298
NCZ05,OUT045,1451.3716
NCL30,OUT013,2024.0223
FDZ19,OUT018,2329.3877
FDM45,OUT049,1800.2765
FDO36,OUT046,2704.5867
NCK31,OUT045,683.66205
DRJ37,OUT045,2257.3523
FDP24,OUT018,1568.5319
FDF46,OUT013,1705.902
FDX46,OUT019,147.91368
NCL18,OUT045,2794.0034
FDJ26,OUT013,3403.5432
FDJ07,OUT045,1653.568
FDY15,OUT013,2639.038
DRG01,OUT045,966.51715
FDF58,OUT045,841.69415
FDZ14,OUT019,260.88297
FDP31,OUT049,982.98566
FDH45,OUT013,584.83246
FDA09,OUT010,399.97125
FDW31,OUT035,3360.1384
FDA57,OUT046,656.4117
NCE55,OUT035,2779.196
FDC17,OUT019,478.1007
FDC59,OUT013,859.1694
FDA22,OUT013,2692.9026
FDK52,OUT035,3543.4182
NCM26,OUT046,2444.768
NCT53,OUT035,2544.5793
FDW45,OUT018,1943.5328
NCI18,OUT035,3558.0579
FDE38,OUT018,2163.3374
FDF08,OUT019,206.55373
FDY58,OUT010,435.50006
FDF58,OUT019,148.07686
FDX39,OUT017,3718.261
FDB44,OUT049,3755.7122
FDF28,OUT013,1967.6959
FDE39,OUT013,1724.3461
FDT37,OUT018,3440.1528
FDZ45,OUT017,3507.8728
FDO40,OUT035,2476.1777
FDM57,OUT027,2113.0012
DRG36,OUT017,2853.9827
FDY36,OUT010,168.61055
DRL60,OUT027,3988.4473
FDS25,OUT019,253.79005
DRF49,OUT027,2834.752
FDP16,OUT045,3402.279
FDS60,OUT049,2853.505
FDU15,OUT027,1071.9095
FDK43,OUT046,2052.698
FDN25,OUT046,1025.4255
FDE53,OUT049,1637.5717
FDB22,OUT013,2477.7847
FDE39,OUT017,1953.203
FDX35,OUT035,3799.2214
NCG54,OUT049,2984.8948
FDH27,OUT035,2189.0479
NCK42,OUT013,3479.4524
FDS25,OUT049,1559.6791
FDI10,OUT018,2357.77
FDU35,OUT035,1514.6339
FDI04,OUT017,3448.6199
DRK23,OUT035,3912.9277
FDB53,OUT019,289.98474
FDY02,OUT049,4421.6587
FDM60,OUT035,615.179
NCJ31,OUT010,568.3963
DRP35,OUT017,2071.019
NCQ30,OUT018,1632.0375
DRL11,OUT010,301.51328
FDU01,OUT013,3045.2266
FDR39,OUT035,3037.4016
FDO08,OUT046,2932.5552
FDC02,OUT045,3496.7617
NCZ29,OUT035,1926.3732
FDF29,OUT010,245.05098
FDZ23,OUT017,3289.1223
NCU53,OUT018,2196.4197
NCW30,OUT013,4197.541
NCM26,OUT027,4075.073
FDV50,OUT027,3187.7788
FDW15,OUT049,2330.1033
FDI35,OUT027,4927.4756
FDO11,OUT017,4494.084
FDN48,OUT046,1454.9678
NCA17,OUT049,2476.74
NCN54,OUT013,1224.9515
FDP22,OUT013,656.0984
NCB54,OUT035,1872.2765
FDD08,OUT045,600.96643
DRM48,OUT010,128.02292
FDG41,OUT027,2794.4968
FDE44,OUT027,1316.901
FDE26,OUT035,2149.2922
NCS38,OUT013,1686.1085
NCJ54,OUT018,3157.0408
FDI40,OUT019,234.56386
FDN45,OUT018,3051.2864
FDU43,OUT046,3652.0217
FDI04,OUT010,397.09375
NCC07,OUT018,1413.8578
NCC07,OUT019,239.17409
NCD18,OUT045,3288.8005
FDU55,OUT035,3961.4736
FDX59,OUT035,590.14233
FDR52,OUT049,3291.429
NCP17,OUT013,954.2469
FDQ32,OUT045,1885.7673
NCT17,OUT049,3293.0662
FDO10,OUT049,908.0162
FDE32,OUT049,721.60345
FDN44,OUT045,2467.4844
FDH02,OUT035,1451.6222
FDK60,OUT013,1475.0745
FDS24,OUT019,205.70604
FDL03,OUT010,403.3834
FDB46,OUT027,5663.0425
FDO48,OUT049,3694.6438
FDZ39,OUT049,1619.7874
FDT02,OUT027,888.15765
FDC50,OUT013,1436.7377
FDP39,OUT035,729.1009
DRG15,OUT018,859.4972
FDP10,OUT018,1358.8807
FDF53,OUT027,4879.7236
FDN34,OUT045,2734.5923
FDK02,OUT045,1672.8351
FDC23,OUT045,2715.722
FDJ10,OUT019,268.00516
FDE53,OUT035,1628.8671
FDR25,OUT035,4185.1514
FDW50,OUT046,2704.729
FDS09,OUT049,722.6799
FDW49,OUT010,370.72763
FDU51,OUT046,2911.8933
FDF28,OUT018,1697.4341
NCY30,OUT018,2417.3772
FDD44,OUT045,3867.1072
FDX09,OUT017,2928.8743
NCF30,OUT013,2018.9805
FDZ50,OUT019,387.9651
FDW37,OUT013,1359.5286
FDD11,OUT049,4009.1565
DRH39,OUT018,902.76886
FDA36,OUT049,3276.6892
NCG43,OUT049,1421.9504
FDF02,OUT035,1537.6425
FDP57,OUT027,2527.4824
NCE42,OUT017,4171.7427
NCR38,OUT027,6283.2954
FDP03,OUT019,271.672
FDO51,OUT035,683.6802
NCQ42,OUT046,2055.561
NCM41,OUT046,1432.8313
FDH48,OUT027,2059.5635
DRF60,OUT046,3574.1316
FDJ27,OUT035,1462.3367
FDQ14,OUT013,2393.0183
FDN27,OUT017,2061.1174
NCQ02,OUT046,2990.4192
FDJ33,OUT049,1880.4961
FDP07,OUT027,5270.9014
DRE01,OUT049,3794.1296
FDU36,OUT045,1437.6532
FDL28,OUT017,4069.193
NCX53,OUT046,2267.9124
FDZ39,OUT013,1691.5775
NCP42,OUT013,3186.067
FDJ14,OUT035,1286.3365
FDK04,OUT049,870.4047
NCC19,OUT017,3247.8289
FDS09,OUT018,542.08655
FDZ02,OUT046,1784.3724
FDD35,OUT018,1591.0697
NCY42,OUT017,2370.5876
FDB05,OUT045,3556.952
FDF20,OUT035,3234.9797
NCO41,OUT018,1291.5376
FDC40,OUT027,1965.6593
FDV58,OUT045,2828.6624
FDZ57,OUT045,1967.0765
DRM35,OUT046,2944.3308
DRN36,OUT018,1222.9939
FDQ13,OUT046,1311.3324
DRO35,OUT010,240.811
NCD43,OUT035,1603.0878
FDA51,OUT018,1585.8468
NCX17,OUT027,5951.705
NCZ17,OUT049,648.497
FDR11,OUT027,4205.794
FDW34,OUT049,4023.695
FDN50,OUT017,1597.5206
FDS09,OUT046,858.4249
FDS48,OUT018,1953.5846
FDL44,OUT049,2764.3552
DRF48,OUT018,2531.884
FDA14,OUT018,1913.8983
NCD30,OUT049,1545.2058
FDI16,OUT017,854.7118
NCG06,OUT035,3960.199
DRZ24,OUT035,1768.6903
NCS17,OUT045,1329.0286
FDB37,OUT045,3554.993
FDE10,OUT035,2020.6533
FDC57,OUT045,2984.093
FDM12,OUT018,2562.9731
FDE24,OUT049,2355.7493
FDW22,OUT045,3402.0886
DRD01,OUT027,1354.9878
NCZ18,OUT027,6305.838
FDN49,OUT045,532.77924
FDR22,OUT035,1893.6755
FDV08,OUT019,97.03392
FDY39,OUT046,3480.749
FDV36,OUT049,2060.8171
FDO60,OUT045,687.1805
FDU04,OUT027,3100.3357
FDR20,OUT027,1247.4763
FDW19,OUT019,237.36508
FDU40,OUT049,2994.546
FDK15,OUT045,1341.0242
DRF15,OUT035,2531.387
FDQ25,OUT017,2948.2913
FDI48,OUT019,135.22707
FDS49,OUT046,1219.7131
FDV22,OUT046,2746.2024
NCV42,OUT046,1777.8777
FDX26,OUT046,2783.7322
FDI33,OUT018,1180.6112
FDZ14,OUT049,1821.5419
FDG10,OUT013,769.8826
FDM38,OUT018,526.9763
FDG26,OUT027,6333.421
FDH46,OUT035,1625.0785
FDN13,OUT018,1319.4647
FDU57,OUT035,2336.524
NCI06,OUT046,2918.098
FDM38,OUT045,705.8962
NCG42,OUT010,280.7472
FDL39,OUT045,2858.8381
FDT31,OUT019,417.0738
FDV59,OUT013,3481.1147
FDB49,OUT035,1624.9857
FDD58,OUT049,1509.8414
DRN59,OUT046,681.85693
FDX48,OUT049,2444.9377
FDQ11,OUT049,4516.364
FDY12,OUT049,769.8038
FDQ11,OUT045,3879.4812
DRI11,OUT017,1902.5165
FDY32,OUT027,4347.0044
FDS51,OUT045,746.295
FDR19,OUT010,314.05518
DRB13,OUT018,2657.68
FDS21,OUT035,1061.9136
FDQ40,OUT045,2822.4177
NCE55,OUT013,2909.217
FDX43,OUT027,4405.0728
FDS12,OUT049,2115.0825
DRK01,OUT027,2331.49
FDN25,OUT017,997.82056
FDB60,OUT046,3125.6262
FDQ13,OUT017,1427.765
DRK13,OUT045,2888.3406
DRF25,OUT018,417.2069
NCD42,OUT019,89.216736
FDW25,OUT045,1262.9506
NCV29,OUT027,4831.0874
NCK42,OUT035,3476.8691
DRJ13,OUT027,4197.253
DRD15,OUT017,4099.9775
FDM27,OUT045,2393.9954
FDZ50,OUT018,2508.6116
FDC04,OUT046,3547.6243
FDF50,OUT049,3469.169
FDP15,OUT045,3555.2166
FDK46,OUT035,3992.1675
FDZ56,OUT018,2215.5945
FDY60,OUT049,2341.8757
FDB10,OUT035,3716.4065
FDR57,OUT045,2391.078
FDU58,OUT049,3360.626
FDH02,OUT046,1604.7433
FDP48,OUT013,2774.4185
FDI46,OUT035,3905.1516
FDW56,OUT013,3171.785
NCM19,OUT010,239.33278
FDS50,OUT027,5735.2725
FDK24,OUT013,654.4804
FDO36,OUT017,3212.8677
FDK45,OUT027,2884.201
NCL05,OUT045,688.6276
FDL32,OUT018,1511.7572
FDA28,OUT049,1978.0941
FDY36,OUT018,925.97784
FDP32,OUT018,1694.7075
FDL50,OUT046,2137.481
DRC24,OUT049,2605.9592
NCS18,OUT017,1768.0542
FDD16,OUT017,1342.6224
NCV18,OUT013,1244.4939
FDX07,OUT046,3022.1375
NCZ05,OUT027,2601.4973
NCI31,OUT013,574.1891
FDK14,OUT049,1281.889
NCR06,OUT045,605.9593
NCF54,OUT049,2844.1848
DRG23,OUT010,277.0929
